ID,RHEA_ID,GeneName
P04055,RHEA:40919,Pla2g1b
P04055,RHEA:40919,Pla2g1b
P04055,RHEA:40919,Pla2g1b
P04055,RHEA:40919,Pla2g1b
P04055,RHEA:54456,Pla2g1b
P04055,RHEA:54456,Pla2g1b
P04055,RHEA:54456,Pla2g1b
P04055,RHEA:54456,Pla2g1b
P04055,RHEA:54456,Pla2g1b
P04055,RHEA:56424,Pla2g1b
P04055,RHEA:56424,Pla2g1b
P04055,RHEA:56424,Pla2g1b
P04055,RHEA:56424,Pla2g1b
P04055,RHEA:56424,Pla2g1b
P04062,RHEA:13269,GBA
P04062,RHEA:13269,GBA
P04062,RHEA:13269,GBA
P04062,RHEA:13269,GBA
P04062,RHEA:13269,GBA
P04068,RHEA:26132,EPHX1
P04068,RHEA:26132,EPHX1
P04068,RHEA:26132,EPHX1
P04068,RHEA:26132,EPHX1
P04068,RHEA:26132,EPHX1
P04180,RHEA:17777,LCAT
P04180,RHEA:17777,LCAT
P04180,RHEA:17777,LCAT
P04180,RHEA:17777,LCAT
P04180,RHEA:17777,LCAT
P04180,RHEA:21204,LCAT
P04180,RHEA:21204,LCAT
P04180,RHEA:21204,LCAT
P04180,RHEA:21204,LCAT
P04180,RHEA:21204,LCAT
P04180,RHEA:43216,LCAT
P04180,RHEA:43216,LCAT
P04180,RHEA:43216,LCAT
P04180,RHEA:43216,LCAT
P04180,RHEA:43216,LCAT
P04180,RHEA:43224,LCAT
P04180,RHEA:43224,LCAT
P04180,RHEA:43224,LCAT
P04180,RHEA:43224,LCAT
P04180,RHEA:43224,LCAT
P04180,RHEA:53636,LCAT
P04180,RHEA:53636,LCAT
P04180,RHEA:53636,LCAT
P04180,RHEA:53636,LCAT
P04180,RHEA:53636,LCAT
P04798,RHEA:47204,CYP1A1
P04798,RHEA:47204,CYP1A1
P04798,RHEA:47204,CYP1A1
P04798,RHEA:47204,CYP1A1
P04798,RHEA:47204,CYP1A1
P04798,RHEA:47208,CYP1A1
P04798,RHEA:47208,CYP1A1
P04798,RHEA:47208,CYP1A1
P04798,RHEA:47208,CYP1A1
P04798,RHEA:47208,CYP1A1
P04798,RHEA:47212,CYP1A1
P04798,RHEA:47212,CYP1A1
P04798,RHEA:47212,CYP1A1
P04798,RHEA:47212,CYP1A1
P04798,RHEA:47212,CYP1A1
P04798,RHEA:47276,CYP1A1
P04798,RHEA:47276,CYP1A1
P04798,RHEA:47276,CYP1A1
P04798,RHEA:47276,CYP1A1
P04798,RHEA:47276,CYP1A1
P04798,RHEA:47280,CYP1A1
P04798,RHEA:47280,CYP1A1
P04798,RHEA:47280,CYP1A1
P04798,RHEA:47280,CYP1A1
P04798,RHEA:47280,CYP1A1
P04798,RHEA:47288,CYP1A1
P04798,RHEA:47288,CYP1A1
P04798,RHEA:47288,CYP1A1
P04798,RHEA:47288,CYP1A1
P04798,RHEA:47288,CYP1A1
P04798,RHEA:47292,CYP1A1
P04798,RHEA:47292,CYP1A1
P04798,RHEA:47292,CYP1A1
P04798,RHEA:47292,CYP1A1
P04798,RHEA:47292,CYP1A1
P04798,RHEA:47308,CYP1A1
P04798,RHEA:47308,CYP1A1
P04798,RHEA:47308,CYP1A1
P04798,RHEA:47308,CYP1A1
P04798,RHEA:47308,CYP1A1
P04798,RHEA:47312,CYP1A1
P04798,RHEA:47312,CYP1A1
P04798,RHEA:47312,CYP1A1
P04798,RHEA:47312,CYP1A1
P04798,RHEA:47312,CYP1A1
P04799,RHEA:47208,Cyp1a2
P04799,RHEA:47208,Cyp1a2
P04799,RHEA:47208,Cyp1a2
P04799,RHEA:47208,Cyp1a2
P04799,RHEA:47208,Cyp1a2
P04799,RHEA:47212,Cyp1a2
P04799,RHEA:47212,Cyp1a2
P04799,RHEA:47212,Cyp1a2
P04799,RHEA:47212,Cyp1a2
P04799,RHEA:47212,Cyp1a2
P04799,RHEA:47280,Cyp1a2
P04799,RHEA:47280,Cyp1a2
P04799,RHEA:47280,Cyp1a2
P04799,RHEA:47280,Cyp1a2
P04799,RHEA:47280,Cyp1a2
P04799,RHEA:47292,Cyp1a2
P04799,RHEA:47292,Cyp1a2
P04799,RHEA:47292,Cyp1a2
P04799,RHEA:47292,Cyp1a2
P04799,RHEA:47292,Cyp1a2
P04799,RHEA:50256,Cyp1a2
P04799,RHEA:50256,Cyp1a2
P04799,RHEA:50256,Cyp1a2
P04799,RHEA:50256,Cyp1a2
P04799,RHEA:50256,Cyp1a2
P05093,RHEA:14753,CYP17A1
P05093,RHEA:14753,CYP17A1
P05093,RHEA:14753,CYP17A1
P05093,RHEA:14753,CYP17A1
P05093,RHEA:14753,CYP17A1
P05093,RHEA:46308,CYP17A1
P05093,RHEA:46308,CYP17A1
P05093,RHEA:46308,CYP17A1
P05093,RHEA:46308,CYP17A1
P05093,RHEA:46308,CYP17A1
P05093,RHEA:47220,CYP17A1
P05093,RHEA:47220,CYP17A1
P05093,RHEA:47220,CYP17A1
P05093,RHEA:47220,CYP17A1
P05093,RHEA:47220,CYP17A1
P05093,RHEA:50236,CYP17A1
P05093,RHEA:50236,CYP17A1
P05093,RHEA:50236,CYP17A1
P05093,RHEA:50236,CYP17A1
P05093,RHEA:50236,CYP17A1
P05093,RHEA:50244,CYP17A1
P05093,RHEA:50244,CYP17A1
P05093,RHEA:50244,CYP17A1
P05093,RHEA:50244,CYP17A1
P05093,RHEA:50244,CYP17A1
P05093,RHEA:53216,CYP17A1
P05093,RHEA:53216,CYP17A1
P05093,RHEA:53216,CYP17A1
P05093,RHEA:53216,CYP17A1
P05093,RHEA:53216,CYP17A1
P05093,RHEA:53220,CYP17A1
P05093,RHEA:53220,CYP17A1
P05093,RHEA:53220,CYP17A1
P05093,RHEA:53220,CYP17A1
P05093,RHEA:53220,CYP17A1
P05093,RHEA:53224,CYP17A1
P05093,RHEA:53224,CYP17A1
P05093,RHEA:53224,CYP17A1
P05093,RHEA:53224,CYP17A1
P05093,RHEA:53224,CYP17A1
P05093,RHEA:53228,CYP17A1
P05093,RHEA:53228,CYP17A1
P05093,RHEA:53228,CYP17A1
P05093,RHEA:53228,CYP17A1
P05093,RHEA:53228,CYP17A1
P05108,RHEA:34335,CYP11A1
P05108,RHEA:34335,CYP11A1
P05108,RHEA:34335,CYP11A1
P05108,RHEA:34335,CYP11A1
P05108,RHEA:34335,CYP11A1
P05108,RHEA:34339,CYP11A1
P05108,RHEA:34339,CYP11A1
P05108,RHEA:34339,CYP11A1
P05108,RHEA:34339,CYP11A1
P05108,RHEA:34339,CYP11A1
P05108,RHEA:34343,CYP11A1
P05108,RHEA:34343,CYP11A1
P05108,RHEA:34343,CYP11A1
P05108,RHEA:34343,CYP11A1
P05108,RHEA:34343,CYP11A1
P05108,RHEA:35739,CYP11A1
P05108,RHEA:35739,CYP11A1
P05108,RHEA:35739,CYP11A1
P05108,RHEA:35739,CYP11A1
P05108,RHEA:35739,CYP11A1
P05176,RHEA:47204,CYP1A1
P05176,RHEA:47204,CYP1A1
P05176,RHEA:47204,CYP1A1
P05176,RHEA:47204,CYP1A1
P05176,RHEA:47204,CYP1A1
P05176,RHEA:47208,CYP1A1
P05176,RHEA:47208,CYP1A1
P05176,RHEA:47208,CYP1A1
P05176,RHEA:47208,CYP1A1
P05176,RHEA:47208,CYP1A1
P05176,RHEA:47212,CYP1A1
P05176,RHEA:47212,CYP1A1
P05176,RHEA:47212,CYP1A1
P05176,RHEA:47212,CYP1A1
P05176,RHEA:47212,CYP1A1
P05176,RHEA:47276,CYP1A1
P05176,RHEA:47276,CYP1A1
P05176,RHEA:47276,CYP1A1
P05176,RHEA:47276,CYP1A1
P05176,RHEA:47276,CYP1A1
P05176,RHEA:47280,CYP1A1
P05176,RHEA:47280,CYP1A1
P05176,RHEA:47280,CYP1A1
P05176,RHEA:47280,CYP1A1
P05176,RHEA:47280,CYP1A1
P05176,RHEA:47288,CYP1A1
P05176,RHEA:47288,CYP1A1
P05176,RHEA:47288,CYP1A1
P05176,RHEA:47288,CYP1A1
P05176,RHEA:47288,CYP1A1
P05176,RHEA:47292,CYP1A1
P05176,RHEA:47292,CYP1A1
P05176,RHEA:47292,CYP1A1
P05176,RHEA:47292,CYP1A1
P05176,RHEA:47292,CYP1A1
P05176,RHEA:47308,CYP1A1
P05176,RHEA:47308,CYP1A1
P05176,RHEA:47308,CYP1A1
P05176,RHEA:47308,CYP1A1
P05176,RHEA:47308,CYP1A1
P05176,RHEA:47312,CYP1A1
P05176,RHEA:47312,CYP1A1
P05176,RHEA:47312,CYP1A1
P05176,RHEA:47312,CYP1A1
P05176,RHEA:47312,CYP1A1
P05177,RHEA:47208,CYP1A2
P05177,RHEA:47208,CYP1A2
P05177,RHEA:47208,CYP1A2
P05177,RHEA:47208,CYP1A2
P05177,RHEA:47208,CYP1A2
P05177,RHEA:47212,CYP1A2
P05177,RHEA:47212,CYP1A2
P05177,RHEA:47212,CYP1A2
P05177,RHEA:47212,CYP1A2
P05177,RHEA:47212,CYP1A2
P05177,RHEA:47280,CYP1A2
P05177,RHEA:47280,CYP1A2
P05177,RHEA:47280,CYP1A2
P05177,RHEA:47280,CYP1A2
P05177,RHEA:47280,CYP1A2
P05177,RHEA:47292,CYP1A2
P05177,RHEA:47292,CYP1A2
P05177,RHEA:47292,CYP1A2
P05177,RHEA:47292,CYP1A2
P05177,RHEA:47292,CYP1A2
P05177,RHEA:50256,CYP1A2
P05177,RHEA:50256,CYP1A2
P05177,RHEA:50256,CYP1A2
P05177,RHEA:50256,CYP1A2
P05177,RHEA:50256,CYP1A2
P05185,RHEA:14753,CYP17A1
P05185,RHEA:14753,CYP17A1
P05185,RHEA:14753,CYP17A1
P05185,RHEA:14753,CYP17A1
P05185,RHEA:14753,CYP17A1
P05185,RHEA:46308,CYP17A1
P05185,RHEA:46308,CYP17A1
P05185,RHEA:46308,CYP17A1
P05185,RHEA:46308,CYP17A1
P05185,RHEA:46308,CYP17A1
P05185,RHEA:47220,CYP17A1
P05185,RHEA:47220,CYP17A1
P05185,RHEA:47220,CYP17A1
P05185,RHEA:47220,CYP17A1
P05185,RHEA:47220,CYP17A1
P05185,RHEA:50236,CYP17A1
P05185,RHEA:50236,CYP17A1
P05185,RHEA:50236,CYP17A1
P05185,RHEA:50236,CYP17A1
P05185,RHEA:50236,CYP17A1
P05185,RHEA:50244,CYP17A1
P05185,RHEA:50244,CYP17A1
P05185,RHEA:50244,CYP17A1
P05185,RHEA:50244,CYP17A1
P05185,RHEA:50244,CYP17A1
P05185,RHEA:53216,CYP17A1
P05185,RHEA:53216,CYP17A1
P05185,RHEA:53216,CYP17A1
P05185,RHEA:53216,CYP17A1
P05185,RHEA:53216,CYP17A1
P05185,RHEA:53220,CYP17A1
P05185,RHEA:53220,CYP17A1
P05185,RHEA:53220,CYP17A1
P05185,RHEA:53220,CYP17A1
P05185,RHEA:53220,CYP17A1
P05185,RHEA:53224,CYP17A1
P05185,RHEA:53224,CYP17A1
P05185,RHEA:53224,CYP17A1
P05185,RHEA:53224,CYP17A1
P05185,RHEA:53224,CYP17A1
P05185,RHEA:53228,CYP17A1
P05185,RHEA:53228,CYP17A1
P05185,RHEA:53228,CYP17A1
P05185,RHEA:53228,CYP17A1
P05185,RHEA:53228,CYP17A1
P05374,RHEA:11164,CHO2
P05374,RHEA:11164,CHO2
P05374,RHEA:11164,CHO2
P05374,RHEA:11164,CHO2
P05374,RHEA:11164,CHO2
P05375,RHEA:11164,OPI3
P05375,RHEA:11164,OPI3
P05375,RHEA:11164,OPI3
P05375,RHEA:11164,OPI3
P05375,RHEA:11164,OPI3
P05375,RHEA:32735,OPI3
P05375,RHEA:32735,OPI3
P05375,RHEA:32735,OPI3
P05375,RHEA:32735,OPI3
P05375,RHEA:32735,OPI3
P05375,RHEA:32739,OPI3
P05375,RHEA:32739,OPI3
P05375,RHEA:32739,OPI3
P05375,RHEA:32739,OPI3
P05375,RHEA:32739,OPI3
P06197,RHEA:11580,PIS1
P06197,RHEA:11580,PIS1
P06197,RHEA:11580,PIS1
P06197,RHEA:11580,PIS1
P06197,RHEA:11580,PIS1
P06200,RHEA:10604,plcH
P06200,RHEA:10604,plcH
P06200,RHEA:10604,plcH
P06200,RHEA:10604,plcH
P06200,RHEA:10604,plcH
P06280,RHEA:21112,GLA
P06280,RHEA:21112,GLA
P06280,RHEA:21112,GLA
P06280,RHEA:21112,GLA
P06280,RHEA:21112,GLA
P06280,RHEA:48020,GLA
P06280,RHEA:48020,GLA
P06280,RHEA:48020,GLA
P06280,RHEA:48020,GLA
P06280,RHEA:48020,GLA
P06282,RHEA:15221,cdh
P06282,RHEA:15221,cdh
P06282,RHEA:15221,cdh
P06282,RHEA:15221,cdh
P06282,RHEA:15221,cdh
P06596,RHEA:40919,PLA2G1B
P06596,RHEA:40919,PLA2G1B
P06596,RHEA:40919,PLA2G1B
P06596,RHEA:40919,PLA2G1B
P06596,RHEA:40919,PLA2G1B
P06596,RHEA:54456,PLA2G1B
P06596,RHEA:54456,PLA2G1B
P06596,RHEA:54456,PLA2G1B
P06596,RHEA:54456,PLA2G1B
P06596,RHEA:54456,PLA2G1B
P06596,RHEA:56424,PLA2G1B
P06596,RHEA:56424,PLA2G1B
P06596,RHEA:56424,PLA2G1B
P06596,RHEA:56424,PLA2G1B
P06596,RHEA:56424,PLA2G1B
P06858,RHEA:38699,LPL
P06858,RHEA:38699,LPL
P06858,RHEA:38699,LPL
P06858,RHEA:38699,LPL
P06858,RHEA:38699,LPL
P06858,RHEA:40475,LPL
P06858,RHEA:40475,LPL
P06858,RHEA:40475,LPL
P06858,RHEA:40475,LPL
P06858,RHEA:40475,LPL
P06858,RHEA:41384,LPL
P06858,RHEA:41384,LPL
P06858,RHEA:41384,LPL
P06858,RHEA:41384,LPL
P06858,RHEA:41384,LPL
P06865,RHEA:47940,HEXA
P06865,RHEA:47940,HEXA
P06865,RHEA:47940,HEXA
P06865,RHEA:47940,HEXA
P06865,RHEA:47940,HEXA
P06865,RHEA:47968,HEXA
P06865,RHEA:47968,HEXA
P06865,RHEA:47968,HEXA
P06865,RHEA:47968,HEXA
P06865,RHEA:47968,HEXA
P07099,RHEA:26132,EPHX1
P07099,RHEA:26132,EPHX1
P07099,RHEA:26132,EPHX1
P07099,RHEA:26132,EPHX1
P07099,RHEA:26132,EPHX1
P07250,RHEA:21292,ARG82
P07250,RHEA:21292,ARG82
P07250,RHEA:21292,ARG82
P07250,RHEA:21292,ARG82
P07250,RHEA:21292,ARG82
P07445,RHEA:14709,ksi
P07445,RHEA:14709,ksi
P07445,RHEA:14709,ksi
P07445,RHEA:14709,ksi
P07445,RHEA:14709,ksi
P07686,RHEA:47940,HEXB
P07686,RHEA:47940,HEXB
P07686,RHEA:47940,HEXB
P07686,RHEA:47940,HEXB
P07686,RHEA:47940,HEXB
P07686,RHEA:47968,HEXB
P07686,RHEA:47968,HEXB
P07686,RHEA:47968,HEXB
P07686,RHEA:47968,HEXB
P07686,RHEA:47968,HEXB
P07687,RHEA:26132,Ephx1
P07687,RHEA:26132,Ephx1
P07687,RHEA:26132,Ephx1
P07687,RHEA:26132,Ephx1
P07687,RHEA:26132,Ephx1
P07867,RHEA:38699,Lipc
P07867,RHEA:38699,Lipc
P07867,RHEA:38699,Lipc
P07867,RHEA:38699,Lipc
P07867,RHEA:38699,Lipc
P07867,RHEA:40475,Lipc
P07867,RHEA:40475,Lipc
P07867,RHEA:40475,Lipc
P07867,RHEA:40475,Lipc
P07867,RHEA:40475,Lipc
P07867,RHEA:40499,Lipc
P07867,RHEA:40499,Lipc
P07867,RHEA:40499,Lipc
P07867,RHEA:40499,Lipc
P07867,RHEA:40499,Lipc
P07867,RHEA:41384,Lipc
P07867,RHEA:41384,Lipc
P07867,RHEA:41384,Lipc
P07867,RHEA:41384,Lipc
P07867,RHEA:41384,Lipc
P07882,RHEA:10100,Cel
P07882,RHEA:10100,Cel
P07882,RHEA:10100,Cel
P07882,RHEA:10100,Cel
P07882,RHEA:10100,Cel
P07882,RHEA:47864,Cel
P07882,RHEA:47864,Cel
P07882,RHEA:47864,Cel
P07882,RHEA:47864,Cel
P07882,RHEA:47864,Cel
P07943,RHEA:58512,Akr1b1
P07943,RHEA:58512,Akr1b1
P07943,RHEA:58512,Akr1b1
P07943,RHEA:58512,Akr1b1
P07943,RHEA:58512,Akr1b1
P07943,RHEA:58592,Akr1b1
P07943,RHEA:58592,Akr1b1
P07943,RHEA:58592,Akr1b1
P07943,RHEA:58592,Akr1b1
P07943,RHEA:58592,Akr1b1
P07943,RHEA:58752,Akr1b1
P07943,RHEA:58752,Akr1b1
P07943,RHEA:58752,Akr1b1
P07943,RHEA:58752,Akr1b1
P07943,RHEA:58752,Akr1b1
P08037,RHEA:62552,B4GALT1
P08037,RHEA:62552,B4GALT1
P08037,RHEA:62552,B4GALT1
P08037,RHEA:62552,B4GALT1
P08037,RHEA:62552,B4GALT1
P08456,RHEA:16913,CHO1
P08456,RHEA:16913,CHO1
P08456,RHEA:16913,CHO1
P08456,RHEA:16913,CHO1
P08456,RHEA:16913,CHO1
P08487,RHEA:33179,PLCG1
P08487,RHEA:33179,PLCG1
P08487,RHEA:33179,PLCG1
P08487,RHEA:33179,PLCG1
P08487,RHEA:33179,PLCG1
P08487,RHEA:43484,PLCG1
P08487,RHEA:43484,PLCG1
P08487,RHEA:43484,PLCG1
P08487,RHEA:43484,PLCG1
P08487,RHEA:43484,PLCG1
P08683,RHEA:53196,Cyp2c11
P08683,RHEA:53196,Cyp2c11
P08683,RHEA:53196,Cyp2c11
P08683,RHEA:53196,Cyp2c11
P08683,RHEA:53196,Cyp2c11
P08684,RHEA:46128,CYP3A4
P08684,RHEA:46128,CYP3A4
P08684,RHEA:46128,CYP3A4
P08684,RHEA:46128,CYP3A4
P08684,RHEA:46128,CYP3A4
P08684,RHEA:46140,CYP3A4
P08684,RHEA:46140,CYP3A4
P08684,RHEA:46140,CYP3A4
P08684,RHEA:46140,CYP3A4
P08684,RHEA:46140,CYP3A4
P08684,RHEA:46144,CYP3A4
P08684,RHEA:46144,CYP3A4
P08684,RHEA:46144,CYP3A4
P08684,RHEA:46144,CYP3A4
P08684,RHEA:46144,CYP3A4
P08684,RHEA:46296,CYP3A4
P08684,RHEA:46296,CYP3A4
P08684,RHEA:46296,CYP3A4
P08684,RHEA:46296,CYP3A4
P08684,RHEA:46296,CYP3A4
P08684,RHEA:47204,CYP3A4
P08684,RHEA:47204,CYP3A4
P08684,RHEA:47204,CYP3A4
P08684,RHEA:47204,CYP3A4
P08684,RHEA:47204,CYP3A4
P08684,RHEA:47208,CYP3A4
P08684,RHEA:47208,CYP3A4
P08684,RHEA:47208,CYP3A4
P08684,RHEA:47208,CYP3A4
P08684,RHEA:47208,CYP3A4
P08684,RHEA:47212,CYP3A4
P08684,RHEA:47212,CYP3A4
P08684,RHEA:47212,CYP3A4
P08684,RHEA:47212,CYP3A4
P08684,RHEA:47212,CYP3A4
P08684,RHEA:47252,CYP3A4
P08684,RHEA:47252,CYP3A4
P08684,RHEA:47252,CYP3A4
P08684,RHEA:47252,CYP3A4
P08684,RHEA:47252,CYP3A4
P08684,RHEA:47256,CYP3A4
P08684,RHEA:47256,CYP3A4
P08684,RHEA:47256,CYP3A4
P08684,RHEA:47256,CYP3A4
P08684,RHEA:47256,CYP3A4
P08684,RHEA:47260,CYP3A4
P08684,RHEA:47260,CYP3A4
P08684,RHEA:47260,CYP3A4
P08684,RHEA:47260,CYP3A4
P08684,RHEA:47260,CYP3A4
P08684,RHEA:47280,CYP3A4
P08684,RHEA:47280,CYP3A4
P08684,RHEA:47280,CYP3A4
P08684,RHEA:47280,CYP3A4
P08684,RHEA:47280,CYP3A4
P08684,RHEA:47292,CYP3A4
P08684,RHEA:47292,CYP3A4
P08684,RHEA:47292,CYP3A4
P08684,RHEA:47292,CYP3A4
P08684,RHEA:47292,CYP3A4
P08684,RHEA:47332,CYP3A4
P08684,RHEA:47332,CYP3A4
P08684,RHEA:47332,CYP3A4
P08684,RHEA:47332,CYP3A4
P08684,RHEA:47332,CYP3A4
P08684,RHEA:47336,CYP3A4
P08684,RHEA:47336,CYP3A4
P08684,RHEA:47336,CYP3A4
P08684,RHEA:47336,CYP3A4
P08684,RHEA:47336,CYP3A4
P08684,RHEA:50256,CYP3A4
P08684,RHEA:50256,CYP3A4
P08684,RHEA:50256,CYP3A4
P08684,RHEA:50256,CYP3A4
P08684,RHEA:50256,CYP3A4
P08684,RHEA:50264,CYP3A4
P08684,RHEA:50264,CYP3A4
P08684,RHEA:50264,CYP3A4
P08684,RHEA:50264,CYP3A4
P08684,RHEA:50264,CYP3A4
P08684,RHEA:53200,CYP3A4
P08684,RHEA:53200,CYP3A4
P08684,RHEA:53200,CYP3A4
P08684,RHEA:53200,CYP3A4
P08684,RHEA:53200,CYP3A4
P08684,RHEA:53212,CYP3A4
P08684,RHEA:53212,CYP3A4
P08684,RHEA:53212,CYP3A4
P08684,RHEA:53212,CYP3A4
P08684,RHEA:53212,CYP3A4
P08684,RHEA:53260,CYP3A4
P08684,RHEA:53260,CYP3A4
P08684,RHEA:53260,CYP3A4
P08684,RHEA:53260,CYP3A4
P08684,RHEA:53260,CYP3A4
P08684,RHEA:53444,CYP3A4
P08684,RHEA:53444,CYP3A4
P08684,RHEA:53444,CYP3A4
P08684,RHEA:53444,CYP3A4
P08684,RHEA:53444,CYP3A4
P08684,RHEA:55828,CYP3A4
P08684,RHEA:55828,CYP3A4
P08684,RHEA:55828,CYP3A4
P08684,RHEA:55828,CYP3A4
P08684,RHEA:55828,CYP3A4
P08684,RHEA:55832,CYP3A4
P08684,RHEA:55832,CYP3A4
P08684,RHEA:55832,CYP3A4
P08684,RHEA:55832,CYP3A4
P08684,RHEA:55832,CYP3A4
P08686,RHEA:50304,CYP21A2
P08686,RHEA:50304,CYP21A2
P08686,RHEA:50304,CYP21A2
P08686,RHEA:50304,CYP21A2
P08686,RHEA:50304,CYP21A2
P08686,RHEA:50308,CYP21A2
P08686,RHEA:50308,CYP21A2
P08686,RHEA:50308,CYP21A2
P08686,RHEA:50308,CYP21A2
P08686,RHEA:50308,CYP21A2
P08842,RHEA:19873,STS
P08842,RHEA:19873,STS
P08842,RHEA:19873,STS
P08842,RHEA:19873,STS
P08842,RHEA:19873,STS
P08842,RHEA:31055,STS
P08842,RHEA:31055,STS
P08842,RHEA:31055,STS
P08842,RHEA:31055,STS
P08842,RHEA:31055,STS
P08910,RHEA:26132,ABHD2
